"Observed" "Shannon" "Simpson" "Hill_Simpson" "Study" "Environment" "Environment_Sub" "Extraction_Kit" "DNA_Fragment" "Time_since_dist" "Disturbance" "Experimental_Unit_ID" "Selective_Factor" "Legacy" "Keep" "StudyxDisturbance" "repID" "Time_series" "Time_series_Time" "sample_sums" "Design" "Rank"
"ETEC42.fwd" 100 3.09452131562692 0.905404444444444 10.5713211802293 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 7 "E.Coli_Azithromycin" "11" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.7.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 165371 "Repeated" 3
"ETEC43.fwd" 91 3.43934548299198 0.948145777777778 19.2848326933626 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 30 "E.Coli_Azithromycin" "11" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.30.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 127019 "Repeated" 4
"ETEC44.fwd" 154 3.93579996142818 0.963050666666667 27.0640877598152 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 90 "E.Coli_Azithromycin" "11" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.90.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.90" 152744 "Repeated" 5
"ETEC45.fwd" 67 3.17070056764968 0.937073777777778 15.8916261724489 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 1 "E.Coli_Azithromycin" "12" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.1.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 87289 "Repeated" 2
"ETEC46.fwd" 54 2.11616746826216 0.758820444444444 4.14628842687974 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 7 "E.Coli_Azithromycin" "12" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.7.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 111182 "Repeated" 3
"ETEC47.fwd" 104 3.4428761637744 0.937839111111111 16.0872860390957 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 30 "E.Coli_Azithromycin" "12" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.30.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 157178 "Repeated" 4
"ETEC48.fwd" 62 1.66805861325359 0.624601777777778 2.66383786817199 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 90 "E.Coli_Azithromycin" "12" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.90.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.90" 217900 "Repeated" 5
"ETEC49.fwd" 90 2.76655742639879 0.889805333333333 9.07484935750067 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 1 "E.Coli_Azithromycin" "13" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.1.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 188699 "Repeated" 2
"ETEC4.fwd" 93 3.17046704329659 0.916224 11.9365928189458 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 180 "E.Coli_Azithromycin" "3" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.180.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.180" 175163 "Repeated" 6
"ETEC50.fwd" 54 2.08704172110603 0.732639111111111 3.74026284904964 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 7 "E.Coli_Azithromycin" "13" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.7.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 211639 "Repeated" 3
"ETEC51.fwd" 56 2.37125341690504 0.813814222222222 5.37097952343895 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 30 "E.Coli_Azithromycin" "13" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.30.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 273647 "Repeated" 4
"ETEC52.fwd" 124 3.65396803762976 0.951774222222222 20.7357982821543 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 90 "E.Coli_Azithromycin" "13" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.90.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.90" 149293 "Repeated" 5
"ETEC53.fwd" 118 3.00316448421074 0.864888 7.40126709692699 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 90 "E.Coli_Azithromycin" "13" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.90.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.90" 85941 "Repeated" 5
"ETEC54.fwd" 22 1.62109806262776 0.759208888888889 4.15297722322714 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 1 "E.Coli_Azithromycin" "14" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.1.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 177018 "Repeated" 2
"ETEC55.fwd" 86 2.96796253641499 0.885671111111111 8.7466956927383 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 7 "E.Coli_Azithromycin" "14" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.7.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 175830 "Repeated" 3
"ETEC56.fwd" 119 3.31963160454098 0.920128 12.5200320512821 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 30 "E.Coli_Azithromycin" "14" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.30.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 165624 "Repeated" 4
"ETEC57.fwd" 21 0.435441431306744 0.14172 1.16512093955353 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 1 "E.Coli_Azithromycin" "15" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.1.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 219730 "Repeated" 2
"ETEC5.fwd" 12 0.861929332616045 0.521697777777778 2.09072831682432 "David" "Mammal" "Human_anal_Swab" "MOBIO_Powersoil" "515F_806R" 0 "E.Coli_Azithromycin" "4" "Death" NA TRUE "David.E.Coli_Azithromycin" "David.E.Coli_Azithromycin.0.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab" "David.E.Coli_Azithromycin.Human_anal_Swab.0" 373833 "Repeated" 1
"A01A" 471 5.6773953409327 0.993273777777778 148.671864675565 "deVries" "Soil" "mixDM" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "1" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixDM" "deVries.Drought.mixDM" "deVries.Drought.mixDM.-1" 30528 "LongitudinalRepeated" 1
"A01B" 406 5.5140955469027 0.991971555555556 124.55713020372 "deVries" "Soil" "mixDM" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "1" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixDM" "deVries.Drought.mixDM" "deVries.Drought.mixDM.0" 20530 "LongitudinalRepeated" 2
"A01C" 353 5.33709026232826 0.990166222222222 101.690319081623 "deVries" "Soil" "mixDM" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "1" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixDM" "deVries.Drought.mixDM" "deVries.Drought.mixDM.7" 15379 "LongitudinalRepeated" 3
"A02D" 275 4.97633439592424 0.984948444444444 66.4383157148763 "deVries" "Soil" "mixRL" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "25" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixRL" "deVries.Drought.mixRL" "deVries.Drought.mixRL.60" 13435 "LongitudinalRepeated" 3
"A03D" 321 5.14584019684962 0.986871111111111 76.1679079214624 "deVries" "Soil" "mixLL" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "33" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixLL" "deVries.Drought.mixLL" "deVries.Drought.mixLL.60" 17724 "LongitudinalRepeated" 4
"A04B" 121 4.15353447233857 0.973006222222222 37.045574288725 "deVries" "Soil" "mixRL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "25" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixRL" "deVries.Drought.mixRL" "deVries.Drought.mixRL.0" 3764 "LongitudinalRepeated" 1
"A04C" 413 5.45254603102021 0.990984 110.913930789707 "deVries" "Soil" "mixRL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "25" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixRL" "deVries.Drought.mixRL" "deVries.Drought.mixRL.7" 29050 "LongitudinalRepeated" 2
"A05A" 383 5.4525206078891 0.9922 128.205128205128 "deVries" "Soil" "mixLL" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "33" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixLL" "deVries.Drought.mixLL" "deVries.Drought.mixLL.-1" 18670 "LongitudinalRepeated" 1
"A05B" 381 5.38969503034753 0.990707555555556 107.614310311842 "deVries" "Soil" "mixLL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "33" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixLL" "deVries.Drought.mixLL" "deVries.Drought.mixLL.0" 19242 "LongitudinalRepeated" 2
"A05C" 351 5.28636832846892 0.989472888888889 94.9928227645022 "deVries" "Soil" "mixLL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "33" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixLL" "deVries.Drought.mixLL" "deVries.Drought.mixLL.7" 20696 "LongitudinalRepeated" 3
"A07A" 454 5.65191783654912 0.993580444444444 155.774023816117 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "49" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.-1" 29963 "LongitudinalRepeated" 1
"A07B" 419 5.52609653973017 0.99228 129.533678756477 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "49" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.0" 21714 "LongitudinalRepeated" 2
"A09C" 363 5.33760431461035 0.990004444444444 100.044464206314 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "49" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.7" 23034 "LongitudinalRepeated" 3
"B01A" 531 5.79099791051203 0.994091555555556 169.249285391906 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "2" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.-1" 36335 "LongitudinalRepeated" 1
"B01B" 317 5.26876400503407 0.990656 107.020547945205 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "2" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.0" 13798 "LongitudinalRepeated" 2
"B01C" 268 5.08233275269484 0.988736888888889 88.7854155157446 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "2" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.7" 12140 "LongitudinalRepeated" 3
"B02A" 198 4.79735462344181 0.985149333333333 67.3370443526665 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "10" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.-1" 6676 "LongitudinalRepeated" 1
"B02B" 180 4.70342369243894 0.984072888888889 62.7860252260297 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "10" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.0" 5628 "LongitudinalRepeated" 2
"B02C" 240 4.86176221678102 0.984651555555556 65.1531823709967 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "10" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.7" 11921 "LongitudinalRepeated" 3
"B02D" 275 5.0796050060024 0.987922666666667 82.7997350408479 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "26" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.60" 13070 "LongitudinalRepeated" 4
"B03D" 318 5.18330594295773 0.988977777777778 90.7258064516129 "deVries" "Soil" "mixRM" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "34" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixRM" "deVries.Drought.mixRM" "deVries.Drought.mixRM.60" 18112 "LongitudinalRepeated" 4
"B04B" 115 4.1292319201738 0.969736888888889 33.0435293426541 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "26" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.0" 2999 "LongitudinalRepeated" 2
"B04C" 284 5.0943868930657 0.988624888888889 87.9112291943424 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "26" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.7" 14162 "LongitudinalRepeated" 3
"B05A" 370 5.45845242127029 0.992822222222222 139.318885448916 "deVries" "Soil" "mixRM" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "34" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixRM" "deVries.Drought.mixRM" "deVries.Drought.mixRM.-1" 18508 "LongitudinalRepeated" 1
"B05B" 268 5.05730039112842 0.987423111111111 79.5109194996113 "deVries" "Soil" "mixRM" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "34" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixRM" "deVries.Drought.mixRM" "deVries.Drought.mixRM.0" 10494 "LongitudinalRepeated" 2
"B05C" 292 5.18369058215311 0.990159111111111 101.616836780779 "deVries" "Soil" "mixRM" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "34" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixRM" "deVries.Drought.mixRM" "deVries.Drought.mixRM.7" 13000 "LongitudinalRepeated" 3
"B06C" 294 5.21863437042231 0.990452444444444 104.73885113118 "deVries" "Soil" "mixDM" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "1" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixDM" "deVries.Drought.mixDM" "deVries.Drought.mixDM.60" 13185 "LongitudinalRepeated" 4
"B07A" 486 5.67136297814567 0.992938666666667 141.616314199396 "deVries" "Soil" "mixRM" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "50" "Drought" "1" TRUE "deVries.Drought" "deVries.Drought.-1.mixRM" "deVries.Drought.mixRM" "deVries.Drought.mixRM.-1" 32080 "LongitudinalRepeated" 1
"C01B" 383 5.47825290447765 0.991992 124.875124875125 "deVries" "Soil" "mixRL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "3" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixRL" "deVries.Drought.mixRL" "deVries.Drought.mixRL.0" 19570 "LongitudinalRepeated" 1
"C01C" 285 5.0796447287233 0.987537777777778 80.2425106990014 "deVries" "Soil" "mixRL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "3" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixRL" "deVries.Drought.mixRL" "deVries.Drought.mixRL.7" 12053 "LongitudinalRepeated" 2
"C02A" 191 4.76228874168374 0.986499555555556 74.0716355017119 "deVries" "Soil" "mixLM" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "11" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixLM" "deVries.Drought.mixLM" "deVries.Drought.mixLM.-1" 6895 "LongitudinalRepeated" 1
"C02C" 197 4.70456583016322 0.983089777777778 59.1358284272498 "deVries" "Soil" "mixLM" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "11" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixLM" "deVries.Drought.mixLM" "deVries.Drought.mixLM.7" 7310 "LongitudinalRepeated" 2
"C04B" 191 4.7467025108861 0.983624888888889 61.0682879166214 "deVries" "Soil" "mixH" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "27" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixH" "deVries.Drought.mixH" "deVries.Drought.mixH.0" 6181 "LongitudinalRepeated" 2
"C04C" 267 5.08847391337023 0.989359111111111 93.977111352435 "deVries" "Soil" "mixH" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "27" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixH" "deVries.Drought.mixH" "deVries.Drought.mixH.7" 10646 "LongitudinalRepeated" 3
"C05A" 330 5.31866669152198 0.991651555555556 119.782793867121 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "35" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.-1" 15012 "LongitudinalRepeated" 1
"C05B" 337 5.33219286539476 0.990664 107.112253641817 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "35" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.0" 16141 "LongitudinalRepeated" 2
"C05C" 291 5.01234276781696 0.985534222222222 69.128671500553 "deVries" "Soil" "mixDL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "35" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixDL" "deVries.Drought.mixDL" "deVries.Drought.mixDL.7" 15941 "LongitudinalRepeated" 3
"C06C" 462 5.60967169136922 0.992414222222222 131.825638621983 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "2" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.60" 29142 "LongitudinalRepeated" 4
"C07A" 359 5.38521350074275 0.992052444444444 125.824851806286 "deVries" "Soil" "mixLM" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "51" "Drought" "1" TRUE "deVries.Drought" "deVries.Drought.-1.mixLM" "deVries.Drought.mixLM" "deVries.Drought.mixLM.-1" 18019 "LongitudinalRepeated" 1
"C08A" 410 5.48752233748903 0.992142222222222 127.262443438914 "deVries" "Soil" "mixRM" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "59" "Drought" "1" TRUE "deVries.Drought" "deVries.Drought.-1.mixRM" "deVries.Drought.mixRM" "deVries.Drought.mixRM.-1" 24968 "LongitudinalRepeated" 1
"D01A" 449 5.60264055824599 0.992677333333333 136.562272396213 "deVries" "Soil" "mixLL" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "4" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixLL" "deVries.Drought.mixLL" "deVries.Drought.mixLL.-1" 29444 "LongitudinalRepeated" 1
"D01B" 458 5.65604177973479 0.993236444444444 147.851228807991 "deVries" "Soil" "mixLL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "4" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixLL" "deVries.Drought.mixLL" "deVries.Drought.mixLL.0" 26230 "LongitudinalRepeated" 2
"D01C" 308 5.18477527001874 0.989342222222222 93.8281901584654 "deVries" "Soil" "mixLL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "4" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixLL" "deVries.Drought.mixLL" "deVries.Drought.mixLL.7" 15425 "LongitudinalRepeated" 3
"D02A" 227 4.92374938023093 0.987197333333333 78.1087273484691 "deVries" "Soil" "mixH" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "12" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixH" "deVries.Drought.mixH" "deVries.Drought.mixH.-1" 8430 "LongitudinalRepeated" 1
"D02B" 173 4.68535745384445 0.983596444444444 60.9623929771323 "deVries" "Soil" "mixH" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "12" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixH" "deVries.Drought.mixH" "deVries.Drought.mixH.0" 5772 "LongitudinalRepeated" 2
"D02C" 249 4.88687836937128 0.984669333333333 65.2287354322491 "deVries" "Soil" "mixH" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "12" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixH" "deVries.Drought.mixH" "deVries.Drought.mixH.7" 11259 "LongitudinalRepeated" 3
"D03D" 264 4.95134283948998 0.984582222222222 64.8601902565581 "deVries" "Soil" "mixDM" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "36" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixDM" "deVries.Drought.mixDM" "deVries.Drought.mixDM.60" 15053 "LongitudinalRepeated" 4
"D05A" 227 4.96283778557448 0.988514666666667 87.0675644299977 "deVries" "Soil" "mixDM" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "36" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixDM" "deVries.Drought.mixDM" "deVries.Drought.mixDM.-1" 8490 "LongitudinalRepeated" 1
"D05B" 314 5.17731660636492 0.988301333333333 85.4798267608844 "deVries" "Soil" "mixDM" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "36" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixDM" "deVries.Drought.mixDM" "deVries.Drought.mixDM.0" 14217 "LongitudinalRepeated" 2
"D05C" 327 5.1567831733386 0.987755555555556 81.6696914700544 "deVries" "Soil" "mixDM" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "36" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixDM" "deVries.Drought.mixDM" "deVries.Drought.mixDM.7" 17680 "LongitudinalRepeated" 3
"D06C" 482 5.68903794371216 0.993821333333333 161.847216227881 "deVries" "Soil" "mixRL" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "3" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixRL" "deVries.Drought.mixRL" "deVries.Drought.mixRL.60" 30588 "LongitudinalRepeated" 3
"D06D" 461 5.6543326799829 0.993419555555556 151.965419424558 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 60 "Drought" "60" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.60.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.60" 25974 "LongitudinalRepeated" 4
"D07A" 350 5.35408475579368 0.991272 114.573785517874 "deVries" "Soil" "mixH" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "52" "Drought" "1" TRUE "deVries.Drought" "deVries.Drought.-1.mixH" "deVries.Drought.mixH" "deVries.Drought.mixH.-1" 17121 "LongitudinalRepeated" 1
"D08A" 364 5.37898127092798 0.990857777777778 109.382596013612 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "60" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.-1" 17494 "LongitudinalRepeated" 1
"D08B" 272 5.13650547953754 0.989970666666667 99.7075245945227 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 0 "Drought" "60" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.0.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.0" 11777 "LongitudinalRepeated" 2
"D10C" 350 5.341830280561 0.990784 108.506944444444 "deVries" "Soil" "mixAL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "60" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixAL" "deVries.Drought.mixAL" "deVries.Drought.mixAL.7" 15942 "LongitudinalRepeated" 3
"D11C" 363 5.25650850380537 0.989067555555556 91.4708512887226 "deVries" "Soil" "mixLL" "MOBIO_Powersoil" "341F_806R" 7 "Drought" "68" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.7.mixLL" "deVries.Drought.mixLL" "deVries.Drought.mixLL.7" 23859 "LongitudinalRepeated" 3
"E01A" 452 5.62797034828161 0.993016 143.184421534937 "deVries" "Soil" "mixH" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "5" "Drought" "1" TRUE "deVries.Drought" "deVries.Drought.-1.mixH" "deVries.Drought.mixH" "deVries.Drought.mixH.-1" 27454 "LongitudinalRepeated" 1
"E02A" 95 4.03518283037387 0.971268444444444 34.8049376604894 "deVries" "Soil" "mixAM" "MOBIO_Powersoil" "341F_806R" -1 "Drought" "13" "Drought" NA TRUE "deVries.Drought" "deVries.Drought.-1.mixAM" "deVries.Drought.mixAM" "deVries.Drought.mixAM.-1" 3104 "LongitudinalRepeated" 1
